Name,Type,Breed,Age,Color,Shelter Name,Shelter City,Shelter State,Adoption Date
Mark,Dog,Yorkshire Terrier,6,Cream,Pawsitive Outcomes Rescue,Port Brandi,Idaho,05/13/24 19:12:18
Nancy,Dog,Beagle,12,White,Pet Haven Rescue,East Johnside,Arizona,05/13/24 19:55:23
William,Cat,Oriental Shorthair,13,Brown,Furever Friends Sanctuary,Lake James,New Hampshire,05/13/24 19:55:30
Matthew,Cat,British Shorthair,4,Golden,Wagging Tails Shelter,Collinsstad,South Carolina,05/13/24 20:26:01
Haley,Dog,German Shepherd,11,Golden,Paws and Claws Shelter,North Samuel,New Jersey,05/13/24 20:58:29
Shawn,Cat,Ragdoll,12,Red,Animal Haven Rescue,Armstrongstad,Kansas,05/13/24 21:43:36
Monica,Dog,Bulldog,15,White,Safe Haven Animal Shelter,Kimmouth,Virginia,05/13/24 21:48:30
Nicole,Cat,Siamese,9,Gray,Safe Haven Animal Shelter,Lake James,Washington,05/13/24 21:56:06
Nathan,Cat,Persian,14,White,Hopeful Hearts Animal Shelter,Delacruzport,Ohio,05/13/24 21:56:10
Abigail,Dog,Rottweiler,13,White,Wagging Tails Shelter,Alvarezchester,Texas,05/13/24 22:07:18
Michael,Cat,Oriental Shorthair,11,White,Barks and Meows Haven,Obrienbury,Iowa,05/13/24 22:22:57
Carolyn,Cat,Birman,11,Gray,Faithful Friends Animal Shelter,New Tara,Tennessee,05/13/24 22:34:37
Julie,Cat,Ragdoll,12,Gray,Cuddle Buddies Rescue,East Sallyside,Nevada,05/13/24 23:01:12
Mark,Dog,Boxer,9,Red,Safe Haven Animal Shelter,Marktown,Minnesota,05/13/24 23:02:20
Alexandra,Cat,Scottish Fold,6,Gray,Hopeful Hearts Animal Shelter,Nicholasland,Delaware,05/13/24 23:28:24
Karen,Cat,Siamese,9,Black,Wagging Tails Shelter,South Samanthaport,Iowa,05/13/24 23:29:14
Todd,Cat,Maine Coon,13,Gray,Loving Paws Rescue,Karlastad,Indiana,05/13/24 23:32:17
Jamie,Cat,Siamese,11,Brown,Furry Friends Haven,Gregoryside,Oregon,05/14/24 00:04:40
Elizabeth,Cat,Abyssinian,13,Brown,Fur-Ever Homes Shelter,South Rachel,Oklahoma,05/14/24 01:00:48
Karen,Dog,Bulldog,10,Striped,Rescue Me Animal Shelter,Nicholasville,Minnesota,05/14/24 01:09:08
Katherine,Dog,Bulldog,2,Blue,Rescue Me Animal Shelter,North Jaime,Nevada,05/14/24 01:15:01
David,Cat,Maine Coon,4,White,Fur-Ever Homes Shelter,Debraberg,Wisconsin,05/14/24 01:42:40
Megan,Cat,Ragdoll,2,Golden,Happy Paws Rescue,West Melissaburgh,South Dakota,05/14/24 02:11:36
Jason,Dog,Boxer,5,Striped,Loving Paws Rescue,East Elizabeth,Minnesota,05/14/24 02:55:18
Scott,Dog,Rottweiler,5,Spotted,Happy Paws Rescue,West Angela,Rhode Island,05/14/24 03:01:20
Jonathan,Cat,Abyssinian,15,Spotted,Hopeful Hearts Animal Shelter,Elizabethmouth,Vermont,05/14/24 03:10:18
Regina,Cat,Sphynx,11,Spotted,Cuddle Buddies Rescue,Watkinsville,Minnesota,05/14/24 03:13:15
Aaron,Dog,Boxer,15,Red,Four-Legged Friends Rescue,New Gregoryborough,New Hampshire,05/14/24 03:15:33
Samantha,Dog,German Shepherd,10,White,Fur-Ever Homes Shelter,Atkinsonhaven,Delaware,05/14/24 03:48:57
Matthew,Cat,Abyssinian,1,Spotted,Furry Companions Shelter,Lake Charles,Rhode Island,05/14/24 04:13:33
Jeffery,Cat,Ragdoll,7,Cream,Fur-Ever Homes Shelter,Crawfordstad,Wyoming,05/14/24 04:13:55
Jerry,Cat,Ragdoll,7,Gray,Barks and Meows Haven,Davidstad,West Virginia,05/14/24 04:38:19
Brenda,Dog,German Shepherd,5,Blue,Hopeful Hearts Animal Shelter,Samuelhaven,South Carolina,05/14/24 04:39:46
Alison,Dog,Labrador Retriever,10,White,Barks and Meows Haven,Santiagofort,Connecticut,05/14/24 04:42:35
Denise,Cat,Maine Coon,2,Blue,Loving Paws Rescue,North Stacy,Utah,05/14/24 04:59:09
Victoria,Cat,Birman,4,Cream,Second Chance Animal Shelter,Craigfort,Kentucky,05/14/24 05:04:04
Wayne,Dog,Dachshund,15,Spotted,Happy Paws Rescue,South Veronicafurt,Arizona,05/14/24 05:15:05
Lori,Dog,Dachshund,6,Red,Furever Friends Sanctuary,Gardnerborough,Florida,05/14/24 05:41:37
Richard,Cat,Abyssinian,1,Gray,Loving Paws Rescue,Conniestad,Idaho,05/14/24 05:56:23
Wendy,Dog,Boxer,5,Brown,Furever Friends Sanctuary,Kellyview,Washington,05/14/24 06:15:13
Jason,Dog,Beagle,11,Red,Whiskers and Tails Sanctuary,Johnsonview,Alabama,05/14/24 06:15:45
Christina,Cat,Maine Coon,12,Gray,Faithful Friends Animal Shelter,East Wendy,Tennessee,05/14/24 06:48:07
Sandra,Dog,Rottweiler,14,Cream,Second Chance Animal Shelter,Williamsland,Michigan,05/14/24 07:57:41
Hannah,Cat,Oriental Shorthair,5,Black,Pawsitive Outcomes Rescue,Montgomeryland,Oregon,05/14/24 08:10:04
Rebecca,Dog,Beagle,11,White,Barks and Meows Haven,New Laurieland,Minnesota,05/14/24 08:13:09
Emily,Dog,Dachshund,13,Red,Loving Paws Rescue,Danielville,Vermont,05/14/24 08:48:08
Chad,Cat,Sphynx,7,Cream,Fur-Ever Homes Shelter,Alexanderstad,Kansas,05/14/24 09:00:24
Edwin,Dog,Yorkshire Terrier,2,Gray,Whiskers and Tails Sanctuary,West Jonathan,Utah,05/14/24 09:12:01
Victoria,Dog,Beagle,14,Striped,Loving Paws Rescue,Blackburnside,Kansas,05/14/24 09:23:06
Michael,Cat,Sphynx,2,Black,Happy Paws Rescue,Smithport,North Dakota,05/14/24 09:24:42
Tim,Dog,Yorkshire Terrier,2,Gray,Safe Haven Animal Shelter,Crossbury,Indiana,05/14/24 09:30:32
Brittany,Dog,Boxer,6,Cream,Second Chance Animal Shelter,Port Alexanderborough,New Mexico,05/14/24 10:03:48
Cheryl,Cat,Ragdoll,15,Cream,Paws and Claws Shelter,Jenniferside,Georgia,05/14/24 10:26:22
Brittney,Dog,German Shepherd,11,Red,Four-Legged Friends Rescue,North Antonio,Florida,05/14/24 11:21:58
Todd,Cat,Siamese,11,Spotted,Happy Paws Rescue,Nicholasville,Connecticut,05/14/24 11:34:20
Douglas,Dog,Bulldog,10,Striped,Second Chance Animal Shelter,Port Jeremiah,Nevada,05/14/24 12:05:04
Justin,Dog,Poodle,1,Red,Second Chance Animal Shelter,North Brian,Oregon,05/14/24 12:08:26
Michelle,Dog,Poodle,9,Spotted,Pawsitive Outcomes Rescue,South Cynthia,Alabama,05/14/24 13:05:39
Michelle,Dog,Labrador Retriever,9,Brown,Second Chance Animal Shelter,North Keithmouth,New York,05/14/24 13:15:09
Michael,Cat,Abyssinian,7,Striped,Second Chance Animal Shelter,Ramirezshire,Connecticut,05/14/24 13:18:24
Amber,Dog,Yorkshire Terrier,14,Cream,Cuddle Buddies Rescue,Katieshire,South Carolina,05/14/24 13:23:04
Eric,Cat,Abyssinian,5,Brown,Pawsitive Outcomes Rescue,Latoyaborough,Michigan,05/14/24 13:26:54
Matthew,Dog,German Shepherd,14,Striped,Happy Paws Rescue,Gregoryshire,North Carolina,05/14/24 13:51:57
Joshua,Cat,Persian,1,Blue,Furry Friends Haven,Jasonmouth,Wisconsin,05/14/24 14:06:40
Carrie,Dog,Bulldog,10,Striped,Animal Haven Rescue,Wardport,Virginia,05/14/24 14:25:59
Elizabeth,Cat,Maine Coon,1,Golden,Rescue Me Animal Shelter,West Alexander,Massachusetts,05/14/24 14:28:18
Michael,Cat,Abyssinian,14,Brown,Barks and Meows Haven,Jamestown,Kansas,05/14/24 14:40:35
Lauren,Cat,Scottish Fold,3,Golden,Furever Friends Sanctuary,West Sarah,Oklahoma,05/14/24 15:03:17
Matthew,Dog,Bulldog,1,Blue,Barks and Meows Haven,Port Corey,Wisconsin,05/14/24 15:29:59
Cristina,Dog,Rottweiler,10,Brown,Loving Paws Rescue,Lake Stevenshire,New York,05/14/24 16:19:04
Christopher,Cat,Persian,8,Blue,Cuddle Buddies Rescue,Murilloport,Hawaii,05/14/24 16:51:24
Jacob,Cat,Persian,10,Striped,Fur-Ever Homes Shelter,Clarkfurt,Alaska,05/14/24 16:56:16
Steven,Cat,Maine Coon,2,Black,Fur-Ever Homes Shelter,Port Kaylamouth,Maryland,05/14/24 17:13:33
Michelle,Dog,Bulldog,1,White,Furever Friends Sanctuary,Fisherbury,Florida,05/14/24 17:27:46
Martin,Cat,British Shorthair,6,Cream,Barks and Meows Haven,Hoffmanstad,Maine,05/14/24 17:40:25
Linda,Dog,Bulldog,4,White,Loving Paws Rescue,Andersonville,Washington,05/14/24 17:51:15
Anthony,Cat,Siamese,14,Striped,Barks and Meows Haven,Garrisonville,Wyoming,05/14/24 18:09:22
Thomas,Dog,Rottweiler,3,Gray,Furry Friends Haven,South Cynthiachester,Kentucky,05/14/24 18:13:52
Karen,Cat,British Shorthair,15,White,Barks and Meows Haven,South Charles,Washington,05/14/24 18:25:35
Savannah,Cat,Ragdoll,12,White,Whiskers and Tails Sanctuary,Westbury,Wisconsin,05/14/24 18:39:47
John,Dog,Poodle,5,Gray,Furry Friends Haven,East Clintonmouth,Colorado,05/14/24 18:42:25
Michelle,Dog,Poodle,3,Striped,Safe Haven Animal Shelter,Heathermouth,Vermont,05/14/24 19:33:40
William,Dog,Dachshund,4,Red,Cuddle Buddies Rescue,Carlosmouth,Michigan,05/14/24 19:49:01
Steven,Cat,Persian,3,White,Animal Haven Rescue,Anthonymouth,West Virginia,05/14/24 20:17:39
Kimberly,Cat,Siamese,12,Striped,Second Chance Animal Shelter,East Jonathan,West Virginia,05/14/24 20:26:56
Dawn,Dog,German Shepherd,7,Gray,Furever Friends Sanctuary,Port Barryburgh,West Virginia,05/14/24 20:48:18
Eric,Dog,Labrador Retriever,4,Spotted,Faithful Friends Animal Shelter,North Daniel,New York,05/14/24 21:01:48
Joseph,Cat,Sphynx,12,Spotted,Furry Companions Shelter,West Joshuaburgh,Massachusetts,05/14/24 21:10:32
Michael,Dog,Boxer,11,Brown,Rescue Me Animal Shelter,South Juan,North Carolina,05/14/24 21:13:44
Eric,Cat,Birman,9,White,Second Chance Animal Shelter,Jessicaborough,Ohio,05/14/24 21:16:53
Sydney,Dog,Golden Retriever,14,Gray,Four-Legged Friends Rescue,Lewischester,North Carolina,05/14/24 21:55:07
Andrea,Cat,Abyssinian,7,Cream,Pet Haven Rescue,Port Pamela,South Dakota,05/14/24 21:58:37
Christine,Cat,Sphynx,2,Blue,Wagging Tails Shelter,Jimenezberg,North Dakota,05/14/24 22:42:46
Wendy,Cat,Siamese,9,Blue,Furever Friends Sanctuary,Robertmouth,Missouri,05/14/24 23:03:43
Andrew,Dog,Poodle,2,Gray,Hopeful Hearts Animal Shelter,New Philip,Rhode Island,05/14/24 23:47:38
Danielle,Cat,Birman,12,Brown,Happy Paws Rescue,Watsonport,Oregon,05/15/24 00:00:19
Cody,Cat,Siamese,7,Blue,Furry Companions Shelter,Wilsonton,Louisiana,05/15/24 00:26:03
Kimberly,Dog,German Shepherd,1,Red,Hopeful Hearts Animal Shelter,New Patrick,Oregon,05/15/24 00:35:08
Aaron,Cat,Scottish Fold,12,Red,Paws and Claws Shelter,Mcdonaldstad,California,05/15/24 00:38:26
Shane,Cat,Oriental Shorthair,13,Spotted,Pawsitive Outcomes Rescue,South Williamburgh,Kansas,05/15/24 00:43:51
Eric,Cat,Birman,14,Red,Safe Haven Animal Shelter,Jessemouth,Rhode Island,05/15/24 01:09:45
Christopher,Dog,Dachshund,1,Gray,Pawsitive Outcomes Rescue,South Brandi,Nevada,05/15/24 01:32:55
Gwendolyn,Dog,Poodle,12,White,Animal Haven Rescue,Jeffreyside,Michigan,05/15/24 01:38:04
Melissa,Dog,Golden Retriever,13,Black,Loving Paws Rescue,Lake Alyssabury,Pennsylvania,05/15/24 01:42:28
Lindsay,Dog,Labrador Retriever,4,Striped,Happy Paws Rescue,Mcintyrefurt,Vermont,05/15/24 01:43:40
Emily,Dog,Poodle,7,Cream,Pet Haven Rescue,Youngview,Illinois,05/15/24 02:00:42
Kevin,Cat,Ragdoll,9,Striped,Safe Haven Animal Shelter,Adamville,North Dakota,05/15/24 02:18:56
Gabriel,Dog,Golden Retriever,15,Striped,Cuddle Buddies Rescue,New James,Missouri,05/15/24 02:35:06
Emily,Dog,German Shepherd,8,Brown,Loving Paws Rescue,Nguyenfort,Louisiana,05/15/24 02:48:03
Meagan,Cat,Abyssinian,10,Brown,Hopeful Hearts Animal Shelter,Millerbury,Nebraska,05/15/24 03:13:18
Aaron,Dog,German Shepherd,2,Cream,Loving Paws Rescue,East Jillfort,Louisiana,05/15/24 03:20:07
Shane,Dog,Boxer,7,Spotted,Pawsitive Outcomes Rescue,West Amanda,Indiana,05/15/24 03:39:49
Victoria,Dog,Dachshund,5,Gray,Furever Friends Sanctuary,Amandafurt,Wyoming,05/15/24 03:42:24
Carolyn,Cat,Scottish Fold,3,Spotted,Barks and Meows Haven,Youngfurt,Wyoming,05/15/24 03:49:16
Edward,Dog,German Shepherd,14,Cream,Wagging Tails Shelter,Anthonybury,Indiana,05/15/24 04:09:35
Wanda,Dog,Yorkshire Terrier,11,Striped,Paws and Claws Shelter,Evanshire,Oregon,05/15/24 04:18:32
Erin,Cat,Abyssinian,9,White,Second Chance Animal Shelter,Vargasland,Connecticut,05/15/24 04:52:23
Cassandra,Cat,Abyssinian,1,Black,Furry Friends Haven,West Jerry,Wisconsin,05/15/24 05:07:11
Valerie,Dog,German Shepherd,1,Spotted,Rescue Me Animal Shelter,North Brian,Nebraska,05/15/24 05:17:13
Justin,Cat,Siamese,14,Blue,Four-Legged Friends Rescue,Ellisfurt,Virginia,05/15/24 05:21:39
Brian,Dog,Beagle,9,Striped,Rescue Me Animal Shelter,West John,North Dakota,05/15/24 05:40:09
Kristopher,Cat,Oriental Shorthair,10,Black,Happy Paws Rescue,Port Kimberlytown,Louisiana,05/15/24 05:41:08
Ashley,Cat,Maine Coon,7,Red,Four-Legged Friends Rescue,Williamsport,Indiana,05/15/24 05:50:24
Tyler,Cat,Birman,10,Cream,Furry Friends Haven,Johnstonport,Michigan,05/15/24 06:00:51
Pamela,Cat,Birman,8,Brown,Wagging Tails Shelter,Lake Luis,West Virginia,05/15/24 06:36:31
Tami,Cat,Maine Coon,1,Golden,Faithful Friends Animal Shelter,Lake Donnaport,Connecticut,05/15/24 07:16:44
Megan,Dog,Dachshund,8,Gray,Animal Haven Rescue,Annaview,Massachusetts,05/15/24 07:40:08
Michael,Cat,British Shorthair,12,Blue,Pet Haven Rescue,South Trevor,Delaware,05/15/24 07:44:17
David,Cat,Sphynx,5,Cream,Furry Companions Shelter,Kevinfort,Pennsylvania,05/15/24 07:55:18
Sheila,Dog,Bulldog,1,Red,Pawsitive Outcomes Rescue,South Justinton,Alabama,05/15/24 08:05:36
Krista,Dog,Poodle,6,Red,Hopeful Hearts Animal Shelter,Brownburgh,Montana,05/15/24 08:11:10
Stephanie,Cat,Oriental Shorthair,5,Spotted,Barks and Meows Haven,Mooreshire,North Dakota,05/15/24 08:27:04
Jesus,Dog,Bulldog,7,Blue,Rescue Me Animal Shelter,South Daniel,Massachusetts,05/15/24 09:07:40
Maureen,Cat,Maine Coon,15,Black,Pawsitive Outcomes Rescue,Ryanchester,North Dakota,05/15/24 09:18:53
Robert,Cat,Ragdoll,7,Spotted,Four-Legged Friends Rescue,South Marieville,Illinois,05/15/24 09:37:05
Alicia,Dog,Beagle,3,Black,Whiskers and Tails Sanctuary,North Jeremyshire,Massachusetts,05/15/24 09:49:06
Andrew,Cat,Abyssinian,3,Striped,Pet Haven Rescue,South Janice,Pennsylvania,05/15/24 10:04:04
Tammy,Dog,Boxer,1,Spotted,Furry Companions Shelter,Port Tammyhaven,Connecticut,05/15/24 10:28:12
Erin,Cat,Maine Coon,10,Blue,Cuddle Buddies Rescue,West Charles,Wyoming,05/15/24 10:50:27
Michael,Dog,Poodle,11,Brown,Fur-Ever Homes Shelter,Tonyaview,Missouri,05/15/24 11:17:59
Melissa,Cat,Sphynx,11,Red,Rescue Me Animal Shelter,Bauermouth,Vermont,05/15/24 11:18:54
Joseph,Dog,Rottweiler,6,Cream,Safe Haven Animal Shelter,Amandaburgh,Alabama,05/15/24 11:29:13
Laura,Cat,Scottish Fold,4,Red,Rescue Me Animal Shelter,Chaneybury,California,05/15/24 11:29:50
Richard,Cat,Scottish Fold,7,Golden,Four-Legged Friends Rescue,Maryfurt,New Mexico,05/15/24 12:06:04
Jason,Dog,Poodle,3,Black,Wagging Tails Shelter,North Harry,Missouri,05/15/24 12:47:00
Cynthia,Cat,Birman,5,Gray,Barks and Meows Haven,New Mathewside,Nebraska,05/15/24 12:58:02
Michelle,Cat,Scottish Fold,12,Striped,Hopeful Hearts Animal Shelter,Kennethborough,North Dakota,05/15/24 13:04:58
Pamela,Cat,Ragdoll,3,Blue,Four-Legged Friends Rescue,New Michaelborough,Iowa,05/15/24 13:49:42
Carl,Cat,Ragdoll,2,White,Wagging Tails Shelter,East Alexanderton,Hawaii,05/15/24 14:02:25
Meredith,Cat,Persian,14,Spotted,Happy Paws Rescue,Lake Ryanberg,Texas,05/15/24 14:10:10
Jennifer,Dog,Yorkshire Terrier,8,White,Wagging Tails Shelter,Robbinsbury,Washington,05/15/24 14:24:40
Gail,Dog,German Shepherd,14,Red,Barks and Meows Haven,North Elizabeth,Georgia,05/15/24 15:02:34
Jeffrey,Cat,Birman,9,Gray,Four-Legged Friends Rescue,Lake Mckenzieside,North Carolina,05/15/24 15:03:22
Geoffrey,Dog,Yorkshire Terrier,7,Gray,Loving Paws Rescue,Dianestad,Indiana,05/15/24 15:10:45
Derrick,Dog,Labrador Retriever,10,Gray,Barks and Meows Haven,North Sarahmouth,Delaware,05/15/24 15:14:05
Laura,Dog,Yorkshire Terrier,9,Red,Four-Legged Friends Rescue,Suarezstad,West Virginia,05/15/24 15:14:56
Diana,Cat,Siamese,7,Blue,Happy Paws Rescue,West Paige,Rhode Island,05/15/24 15:21:56
Shannon,Dog,Golden Retriever,15,Spotted,Furever Friends Sanctuary,North Bobbychester,Maryland,05/15/24 15:26:48
Nicole,Cat,Siamese,3,Cream,Paws and Claws Shelter,Lake Kimberlyside,Missouri,05/15/24 16:05:44
Bryan,Cat,Birman,4,Golden,Furry Friends Haven,Dannyton,Kansas,05/15/24 16:30:45
Sherry,Dog,Beagle,2,Gray,Happy Paws Rescue,Travismouth,Oklahoma,05/15/24 17:06:34
Chelsea,Cat,Oriental Shorthair,6,Striped,Happy Paws Rescue,South Jordan,Ohio,05/15/24 17:12:04
Brandy,Dog,Dachshund,15,Gray,Second Chance Animal Shelter,New Lisa,New Jersey,05/15/24 17:43:01
John,Dog,Labrador Retriever,10,Red,Animal Haven Rescue,Brooksborough,Indiana,05/15/24 17:49:19
Christopher,Cat,Ragdoll,13,White,Paws and Claws Shelter,Wardberg,Maryland,05/15/24 17:49:58
Cristina,Cat,Persian,6,Red,Loving Paws Rescue,West Juliamouth,Georgia,05/15/24 18:00:24
Antonio,Cat,British Shorthair,1,Black,Fur-Ever Homes Shelter,Laurieshire,Delaware,05/15/24 18:09:33
Lisa,Dog,Boxer,14,Striped,Pawsitive Outcomes Rescue,West Chelsea,Florida,05/15/24 18:41:19
Sarah,Cat,British Shorthair,1,Blue,Hopeful Hearts Animal Shelter,Port Patrickborough,Kansas,05/15/24 18:43:24
Timothy,Cat,Abyssinian,11,Black,Second Chance Animal Shelter,Jasonborough,Tennessee,05/15/24 19:21:46
Larry,Dog,Beagle,14,Gray,Second Chance Animal Shelter,West Michelle,Maryland,05/15/24 19:57:40
Jessica,Cat,British Shorthair,3,Spotted,Furry Companions Shelter,Lake Rickybury,Wisconsin,05/15/24 19:59:11
Kathy,Dog,Labrador Retriever,8,Striped,Pawsitive Outcomes Rescue,East Beckybury,West Virginia,05/15/24 20:03:16
Donald,Dog,Labrador Retriever,11,Cream,Cuddle Buddies Rescue,New Carolynfurt,Kansas,05/15/24 20:39:37
Kyle,Dog,Labrador Retriever,7,Black,Safe Haven Animal Shelter,South Monica,Alaska,05/15/24 20:49:27
Sabrina,Dog,German Shepherd,13,Blue,Safe Haven Animal Shelter,Lake Wendy,Pennsylvania,05/15/24 20:53:41
James,Dog,Poodle,5,White,Animal Haven Rescue,Popeborough,Illinois,05/15/24 21:01:00
Deanna,Cat,Sphynx,6,Brown,Second Chance Animal Shelter,Bradleyville,Alabama,05/15/24 21:19:59
Nancy,Cat,Abyssinian,2,Black,Barks and Meows Haven,Kevinborough,Maine,05/15/24 22:04:15
Pamela,Dog,Yorkshire Terrier,15,Blue,Loving Paws Rescue,Richardshire,Massachusetts,05/15/24 22:18:34
Scott,Cat,Siamese,6,Striped,Paws and Claws Shelter,Randyshire,Delaware,05/15/24 22:55:38
Holly,Cat,Oriental Shorthair,10,Spotted,Second Chance Animal Shelter,New Katherinestad,Delaware,05/15/24 23:01:40
Deborah,Dog,Poodle,11,Spotted,Furry Companions Shelter,North Andres,Washington,05/15/24 23:13:11
Whitney,Dog,Boxer,5,White,Faithful Friends Animal Shelter,Robertton,Michigan,05/15/24 23:20:12
Margaret,Cat,Ragdoll,12,Golden,Happy Paws Rescue,Lisatown,Wyoming,05/16/24 00:24:51
Madison,Cat,Ragdoll,9,Black,Paws and Claws Shelter,New Jodi,Utah,05/16/24 00:37:44
Jeffery,Cat,Oriental Shorthair,13,White,Furever Friends Sanctuary,Thomasborough,West Virginia,05/16/24 00:41:33
Jeremy,Dog,Labrador Retriever,13,Golden,Whiskers and Tails Sanctuary,East Justin,Mississippi,05/16/24 00:51:39
Eddie,Dog,Boxer,13,Spotted,Paws and Claws Shelter,Lake Samantha,Louisiana,05/16/24 00:58:27
Bruce,Cat,Maine Coon,14,White,Safe Haven Animal Shelter,East Jamesland,Oregon,05/16/24 01:11:08
Marc,Dog,Golden Retriever,9,Striped,Paws and Claws Shelter,Markborough,Ohio,05/16/24 01:16:54
Leah,Cat,Maine Coon,5,White,Furry Friends Haven,Port Kaylaville,Pennsylvania,05/16/24 01:39:36
Kelly,Cat,Maine Coon,5,Striped,Wagging Tails Shelter,Port Erica,Alabama,05/16/24 01:54:34
David,Dog,Yorkshire Terrier,1,White,Hopeful Hearts Animal Shelter,Port Brandonhaven,New Mexico,05/16/24 02:19:41
Austin,Dog,Rottweiler,4,Blue,Pet Haven Rescue,West Stephanie,Maryland,05/16/24 02:27:46
Virginia,Dog,Dachshund,3,Spotted,Faithful Friends Animal Shelter,Morganhaven,Michigan,05/16/24 02:46:06
Michelle,Cat,Scottish Fold,4,Blue,Pet Haven Rescue,Jamiefurt,Alabama,05/16/24 03:11:17
Clarence,Dog,Rottweiler,6,White,Fur-Ever Homes Shelter,Lake Jacob,Wisconsin,05/16/24 03:24:16
Joseph,Cat,Persian,11,Gray,Faithful Friends Animal Shelter,South Toni,Michigan,05/16/24 03:32:45
Laura,Cat,Siamese,15,Brown,Rescue Me Animal Shelter,New Denisechester,Mississippi,05/16/24 03:33:51
Laurie,Dog,Poodle,14,Red,Loving Paws Rescue,West Andreafurt,Delaware,05/16/24 03:34:41
Michelle,Dog,Labrador Retriever,7,White,Paws and Claws Shelter,Jonesberg,Iowa,05/16/24 03:53:03
Deborah,Cat,British Shorthair,13,Brown,Rescue Me Animal Shelter,Adamsside,Louisiana,05/16/24 04:24:43
Barbara,Cat,British Shorthair,11,Red,Paws and Claws Shelter,East Mitchellshire,Louisiana,05/16/24 05:01:16
Alyssa,Cat,British Shorthair,7,Red,Furry Companions Shelter,Christinashire,Massachusetts,05/16/24 05:13:50
Charles,Dog,German Shepherd,9,Spotted,Pet Haven Rescue,Jorgefurt,Maryland,05/16/24 05:23:12
Sean,Dog,German Shepherd,13,Brown,Cuddle Buddies Rescue,Porterview,Arkansas,05/16/24 05:49:08
Kimberly,Dog,Labrador Retriever,15,Spotted,Whiskers and Tails Sanctuary,Lake Karinaburgh,Mississippi,05/16/24 06:16:17
Donna,Cat,Siamese,13,Golden,Whiskers and Tails Sanctuary,Turnerhaven,Oklahoma,05/16/24 06:16:39
James,Cat,Maine Coon,3,Spotted,Happy Paws Rescue,Petersbury,Rhode Island,05/16/24 06:30:54
Christine,Dog,Dachshund,13,Blue,Furry Companions Shelter,North Ronaldtown,Utah,05/16/24 06:50:28
Kenneth,Cat,Birman,10,Gray,Fur-Ever Homes Shelter,Lake Shane,Oklahoma,05/16/24 06:52:46
Sharon,Dog,Bulldog,4,Black,Pet Haven Rescue,Kathleenshire,Pennsylvania,05/16/24 07:08:04
Joseph,Cat,Maine Coon,9,Black,Paws and Claws Shelter,Garciaview,Alaska,05/16/24 07:59:38
Donna,Dog,Beagle,3,Black,Barks and Meows Haven,West Jamesfort,Florida,05/16/24 08:13:18
Julie,Dog,Dachshund,12,Black,Hopeful Hearts Animal Shelter,Lake Johnland,Idaho,05/16/24 08:37:53
Meghan,Cat,Oriental Shorthair,10,Golden,Rescue Me Animal Shelter,Laneton,Alaska,05/16/24 08:40:26
Michelle,Dog,Labrador Retriever,14,Golden,Cuddle Buddies Rescue,Hughesmouth,New Mexico,05/16/24 09:32:51
Danielle,Cat,British Shorthair,5,Blue,Second Chance Animal Shelter,Gregorytown,Arkansas,05/16/24 09:37:19
Mary,Dog,Boxer,15,Gray,Wagging Tails Shelter,Lake Ryan,South Carolina,05/16/24 09:41:17
William,Cat,Sphynx,13,Spotted,Fur-Ever Homes Shelter,North Markstad,Oklahoma,05/16/24 10:12:51
Jessica,Dog,Rottweiler,7,White,Pawsitive Outcomes Rescue,Lake Nancy,Pennsylvania,05/16/24 10:24:13
Martha,Cat,Persian,3,Brown,Four-Legged Friends Rescue,West Kathrynmouth,New Jersey,05/16/24 10:58:38
Steven,Dog,Beagle,11,Golden,Pet Haven Rescue,Brittanyfort,West Virginia,05/16/24 11:46:15
Cynthia,Cat,Scottish Fold,15,Brown,Whiskers and Tails Sanctuary,North Mary,Alaska,05/16/24 12:19:06
Andrea,Dog,Dachshund,6,Brown,Rescue Me Animal Shelter,Bushfurt,Indiana,05/16/24 12:32:34
Collin,Dog,Bulldog,7,Golden,Safe Haven Animal Shelter,West Bailey,Rhode Island,05/16/24 12:51:32
Terri,Cat,Siamese,4,Black,Pawsitive Outcomes Rescue,Briantown,South Dakota,05/16/24 13:19:00
Jacob,Dog,Bulldog,6,Red,Safe Haven Animal Shelter,West Billmouth,Maine,05/16/24 13:46:38
Sarah,Dog,Bulldog,1,Golden,Loving Paws Rescue,North Tom,Tennessee,05/16/24 14:42:35
Holly,Cat,Siamese,1,Brown,Paws and Claws Shelter,West Stacie,Virginia,05/16/24 14:51:59
Isaac,Dog,Boxer,14,White,Second Chance Animal Shelter,North Benjaminmouth,Kentucky,05/16/24 15:06:57
Toni,Dog,Yorkshire Terrier,3,Blue,Paws and Claws Shelter,East Geoffreyland,Illinois,05/16/24 15:08:41
